NOME,VALOR[R$],TIPO,AREA[M2],QUARTOS,BANHEIROS,VAGAS GARAGEM,CONDOMINIO[R$],IPTU[R$],LOGRADOURO,MUNICIPIO,BAIRRO,CEP,IMAGENS,CODIGO,DATA_ANUNCIO,LINK,GASTOS_ANO[R$],Academia,Ar condicionado,Armários na cozinha,Armários no quarto,Churrasqueira,Condomínio fechado,Elevador,Mobiliado,Permitido animais,Piscina,Portaria,Porteiro 24h,Portão eletrônico,Quarto de serviço,Salão de festas,Segurança 24h,Varanda,Área de serviço,Área murada,LATITUDE,LONGITUDE
Florianópolis - Casa de Condomínio - Cacupé,2800000,Casa em condominio fechado,300,4,5 ou mais,2,700,0,Rua Raul Seixas,Florianópolis,Saco Grande,88032762,,1071630644,26/03 às 17:18,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-de-condominio-cacupe-1071630644,8400,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-27.5419225,-48.5123051
"Sobrado para Venda em São José, Forquilhinhas, 3 dormitórios, 1 suíte, 3 banheiros, 2 vaga",495000,Casa em rua pública,115,3,3,2,0,1,Rua Doutor Jayme Antunes Maciel,São José,Forquilhas,88107044,,1065248447,26/03 às 17:19,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sobrado-para-venda-em-sao-jose-forquilhinhas-3-dormitorios-1-suite-3-banheiros-2-vaga-1065248447,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-27.5883465,-48.6681109
"Apartamento à venda, 2 quartos, 1 suíte, 1 vaga, São Bernardo - Tubarão/SC",226000,Apartamento padrão,58,2,2,1,45,0,Rua João Batista Larroyd,Tubarão,Humaitá de Cima,88708172,,1084451625,26/03 às 17:19,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-2-quartos-1-suite-1-vaga-sao-bernardo-tubarao-sc-1084451625,540,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
"Apartamento à venda, 2 quartos, 1 vaga, São João (Margem Esquerda) - Tubarão/SC",220000,Apartamento padrão,54,2,1,1,200,0,Rua São João - até 900/901,Tubarão,Morrotes,88704100,,1150510103,26/03 às 17:19,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-2-quartos-1-vaga-sao-joao-margem-esquerda-tubarao-sc-1150510103,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FLORIANóPOLIS - Apartamento Padrão - Centro,2100000,Apartamento padrão,168,4,4,2,780,1830,Rua Rafael Bandeira,Florianópolis,Centro,88015450,,1153016722,26/03 às 17:19,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-centro-1153016722,11190,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-27.5854069,-48.5468004
"EXCELENTE oportunidadeno Pagani ao lado do shopping. 2 dorm. suíte, 2 sacadas - Palhoça - ",375000,Apartamento padrão,67,2,2,1,287,600,Avenida Cláudio Zacchi,Palhoça,Passa Vinte,88132060,,1164225225,26/03 às 17:20,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/excelente-oportunidadeno-pagani-ao-lado-do-shopping-2-dorm-suite-2-sacadas-palhoca-1164225225,4044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6387107,-48.6718715
"Apartamento de frente para o Mar e Ilha do Campeche , vista permanente , 3 suítes amplas ,",2600000,Apartamento padrão,127,3,4,2,850,1,Avenida Campeche - até 2501/2502,Florianópolis,Campeche,88063300,,1145352935,26/03 às 17:20,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-de-frente-para-o-mar-e-ilha-do-campeche-vista-permanente-3-suites-amplas-1145352935,10201,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,,
Casa Padrão,548000,Casa em rua pública,115,3,3,4,0,0,Rodovia João Gualberto Soares - até 3999/4000,Florianópolis,Ingleses do Rio Vermelho,88058300,,1116851650,26/03 às 17:20,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-padrao-1116851650,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
Casa 4 dormitórios (2 suítes) e 2 vagas - Carvoeira,1820000,Casa em condominio fechado,308,4,5 ou mais,2,0,2909,Rua das Cerejeiras,Florianópolis,Carvoeira,88040510,,960266194,26/03 às 17:20,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-4-dormitorios-2-suites-e-2-vagas-carvoeira-960266194,2909,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-27.6047114,-48.5272966
Maravilhosa residência com vista livre e permanente de todos os cômodos!,4900000,Casa em rua pública,515,5 ou mais,5 ou mais,2,0,0,Estrada Haroldo Soares Glavan,Florianópolis,Cacupé,88050005,,1101548070,26/03 às 17:20,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/maravilhosa-residencia-com-vista-livre-e-permanente-de-todos-os-comodos-1101548070,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-27.5356851,-48.5266881
Apartamento 4 dormitórios (2 suítes) e 2 vagas - Agronômica,1550000,Apartamento padrão,130,4,4,2,0,0,Rua Rui Barbosa - até 399/400,Florianópolis,Agronômica,88025300,,1090119071,26/03 às 17:20,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-4-dormitorios-2-suites-e-2-vagas-agronomica-1090119071,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,
SãO JOSé - Casa Padrão - Forquilhas,270000,Casa em rua pública,80,2,1,1,0,0,Avenida Ceniro Luiz Ribeiro Martins,São José,Forquilhas,88107479,,1020843363,26/03 às 17:20,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-casa-padrao-forquilhas-1020843363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-27.5765113,-48.6519678
"Excelente casa para vender,  em uma otima localizaçao",390000,Casa em rua pública,100,2,2,2,0,550,Rua Dom Pedro II,Palhoça,Ponte do Imaruim,88130356,,1018223469,26/03 às 17:20,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/excelente-casa-para-vender-em-uma-otima-localizacao-1018223469,550,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-27.6347809,-48.6466811
"CASA RESIDENCIAL em FLORIANÓPOLIS - SC, SÃO JOÃO DO RIO VERMELHO",310000,Casa em rua pública,100,2,3,1,0,0,Avenida Red Park,Florianópolis,São João do Rio Vermelho,88060292,,1001222084,26/03 às 17:20,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-residencial-em-florianopolis-sc-sao-joao-do-rio-vermelho-1001222084,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.4750882,-48.3982829
cobertura - Jurerê - Florianópolis,1550000,Apartamento cobertura,162,3,2,2,880,3000,Rodovia Tertuliano Brito Xavier - de 2423/2424 ao fim,Florianópolis,Jurerê,88054601,,1164225402,26/03 às 17:20,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/cobertura-jurere-florianopolis-1164225402,13560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FLORIANóPOLIS - Cobertura - Campeche,2800000,Apartamento cobertura,188,3,3,2,1200,3200,Avenida Campeche - até 2501/2502,Florianópolis,Campeche,88063300,,1009028030,26/03 às 17:21,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-cobertura-campeche-1009028030,17600,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,
ACEITA FINACIAMENTO - DEPEDÊNCIA - 04  VAGAS - PISCINA,1050000,Casa em rua pública,159,3,3,4,0,744,Rua Pedro Cunha - até 571/572,Florianópolis,Capoeiras,88070500,,889640838,26/03 às 17:21,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/aceita-finaciamento-depedencia-04-vagas-piscina-889640838,744,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
ANDAR ALTO  - MOVÉIS PLANEJADOS - AMPLA SACADA - GAR. LIVRE E COBERTA,330000,Apartamento padrão,57,2,1,1,687,118,Rua Santo Antônio - de 958/959 ao fim,São José,Barreiros,88117351,,1148791533,26/03 às 17:21,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/andar-alto-moveis-planejados-ampla-sacada-gar-livre-e-coberta-1148791533,8362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Apt COMPLETAMENTE MOBILIADO com 02 suítes à 100 m da UFSC no bairro Pantanal em Florianióp,749000,Apartamento padrão,62,2,2,1,700,0,Rua Maria Eduarda,Florianópolis,Pantanal,88040250,,1100926221,26/03 às 17:23,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apt-completamente-mobiliado-com-02-suites-a-100-m-da-ufsc-no-bairro-pantanal-em-florianiop-1100926221,8400,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-27.6077775,-48.5165868
Casa barreiros,640000,Casa em rua pública,200,2,1,5 ou mais,0,0,Rua Eugênio Portela,São José,Barreiros,88117010,,1143626299,26/03 às 17:23,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-barreiros-1143626299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.5798296,-48.6036483
"Apartamento para Venda em São José, Areias, 2 dormitórios, 1 banheiro, 1 vaga",190000,Apartamento padrão,48,2,1,1,250,300,Rua Manoel Rosa,São José,Areias,88113835,,1148075017,26/03 às 17:23,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-em-sao-jose-areias-2-dormitorios-1-banheiro-1-vaga-1148075017,3300,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,-27.5527435,-48.6348877
"Sobrado para Venda em Palhoça, Praia do Sonho, 2 dormitórios, 2 suítes, 3 banheiros, 1 vag",580000,Casa em rua pública,81,2,3,1,0,0,Avenida Nova Aurora,Palhoça,Praia do Sonho,88139173,,1054684918,26/03 às 17:23,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sobrado-para-venda-em-palhoca-praia-do-sonho-2-dormitorios-2-suites-3-banheiros-1-vag-1054684918,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.8376625,-48.5885382
FLORIANóPOLIS - Apartamento Padrão - Trindade,2400000,Apartamento cobertura,250,3,4,3,1500,250,Rua Lauro Linhares - de 1019 ao fim - lado ímpar,Florianópolis,Trindade,88036003,,1120821450,26/03 às 17:24,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-trindade-1120821450,18250,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,,
"Sobrado para venda possui 185 m2, com 3 suítes no Rio Tavares em frente ao Multi Shopping",1850000,Casa em rua pública,185,3,3,2,0,0,Rodovia Doutor Antônio Luiz Moura Gonzaga - até 2545/2546,Florianópolis,Rio Tavares,88048300,,1128288706,26/03 às 17:24,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sobrado-para-venda-possui-185-m2-com-3-suites-no-rio-tavares-em-frente-ao-multi-shopping-1128288706,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Apartamento para Venda em Florianópolis, Ingleses do Rio Vermelho, 2 dormitórios, 1 suíte,",590700,Apartamento padrão,83,2,2,1,0,0,Rua Brisamar,Florianópolis,Ingleses do Rio Vermelho,88058570,,1139540668,26/03 às 17:24,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-em-florianopolis-ingleses-do-rio-vermelho-2-dormitorios-1-suite-1139540668,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,-27.4259986,-48.4038679
Casa a beira do mar no Ribeirão da Ilha,2100000,Casa em rua pública,360,3,4,2,0,0,Servidão Miramar,Florianópolis,Ribeirão da Ilha,88064763,,1135899897,26/03 às 17:24,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-a-beira-do-mar-no-ribeirao-da-ilha-1135899897,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.7682247,-48.573178
Ampla casa com duas suítes e mais dois quartos,1800000,Casa em rua pública,220,4,4,2,0,0,Rua Pau de Canela - até 1033/01034,Florianópolis,Rio Tavares,88048330,,1091036879,26/03 às 17:24,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/ampla-casa-com-duas-suites-e-mais-dois-quartos-1091036879,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Apartamento à venda no bairro Canasvieiras - Florianópolis/SC,650000,Apartamento padrão,86,2,2,2,443,1979,Rua Doutor João de Oliveira - de 498/499 ao fim,Florianópolis,Canasvieiras,88054121,,980521587,26/03 às 17:24,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-no-bairro-canasvieiras-florianopolis-sc-980521587,7295,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,,
Casa a venda com 241 m² de área construída com 4 quartos no Carianos - Florianópolis - SC,1500000,Casa em rua pública,241,4,4,2,0,800,Rua Celso Martins da Silveira,Florianópolis,Carianos,88047660,,979655714,26/03 às 17:24,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-a-venda-com-241-m-de-area-construida-com-4-quartos-no-carianos-florianopolis-sc-979655714,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6658217,-48.5296369
FLORIANóPOLIS - Apartamento Padrão - Pantanal,640000,Apartamento padrão,63,2,3,1,522,0,Rua Maria Eduarda,Florianópolis,Pantanal,88040250,,1110612575,26/03 às 17:24,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-pantanal-1110612575,6264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-27.6077775,-48.5165868
FLORIANóPOLIS - Apartamento Padrão - Itacorubi,490000,Apartamento padrão,80,2,1,1,550,528,Rodovia Amaro Antônio Vieira - até 1310/1311,Florianópolis,Itacorubi,88034101,,1113207559,26/03 às 17:24,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-itacorubi-1113207559,7128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
Casa Alto Padrão em Condomínio no Campeche - Florianópolis/SC,3300000,Casa em condominio fechado,330,4,5 ou mais,4,0,0,Rodovia Aparício Ramos Cordeiro,Florianópolis,Campeche,88065500,,1139624971,26/03 às 17:24,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-alto-padrao-em-condominio-no-campeche-florianopolis-sc-1139624971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6815816,-48.5153407
"CASA RESIDENCIAL em FLORIANÓPOLIS - SC, CANASVIEIRAS",1600000,Casa em rua pública,135,1,3,4,0,198,Rua Higino Brito,Florianópolis,Canasvieiras,88054420,,1160394590,26/03 às 17:25,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-residencial-em-florianopolis-sc-canasvieiras-1160394590,198,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.4304309,-48.4675824
Cobertura 100% mobiliada - Centro Palhoça,1200000,Apartamento cobertura,197,3,3,2,750,1000,Rua Daniel Carlos Weingartner,Palhoça,Centro,88131420,,1049028908,26/03 às 17:25,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/cobertura-100-mobiliada-centro-palhoca-1049028908,10000,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,-27.6582274,-48.6710532
"Apartamento 2 dormitórios - Pedra Branca, Palhoça",350000,Apartamento padrão,52,2,1,1,500,600,Rua João Bernadino da Rosa,Palhoça,Pedra Branca,88137010,,1157545995,26/03 às 17:25,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-2-dormitorios-pedra-branca-palhoca-1157545995,6600,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,,
Lindo apartamento com 2 dormitórios sendo 1 suíte com 64 m² - Ingleses - Florianópolis/SC,768400,Apartamento padrão,65,2,2,1,0,0,Rua Brisamar,Florianópolis,Ingleses do Rio Vermelho,88058570,,1049572946,26/03 às 17:27,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/lindo-apartamento-com-2-dormitorios-sendo-1-suite-com-64-m-ingleses-florianopolis-sc-1049572946,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-27.4259986,-48.4038679
Apartamento para venda em Praia Brava,770000,Apartamento padrão,87,3,2,1,900,0,Avenida Tom Traugott Wildi,Florianópolis,Praia Brava,88056800,,990781570,26/03 às 17:27,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-em-praia-brava-990781570,10800,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,-27.397335,-48.4165776
Casa para venda em Jurerê,2600000,Casa em rua pública,263,3,3,2,0,0,Rua Professor Renato Barbosa,Florianópolis,Jurerê,88053640,,1073658451,26/03 às 17:27,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-em-jurere-1073658451,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.4412981,-48.4850374
Apartamento Duplex com três dormitórios,750074,Apartamento padrão,89,3,1,1,1,0,Rua Luiz Elias Daux,Florianópolis,Ingleses do Rio Vermelho,88058512,,1047467353,26/03 às 17:27,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-duplex-com-tres-dormitorios-1047467353,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-27.4345111,-48.4075894
Linda Casa e Edícula com 3 suítes monte verde,950000,Casa em rua pública,175,3,4,3,10,808,Rua Mané Vicente,Florianópolis,Monte Verde,88032600,,1047467753,26/03 às 17:27,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/linda-casa-e-edicula-com-3-suites-monte-verde-1047467753,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.5598814,-48.5004614
"APARTAMENTO RESIDENCIAL em FLORIANÓPOLIS - SC, SACO DOS LIMÕES",580000,Apartamento padrão,66,2,1,2,430,0,Avenida Prefeito Waldemar Vieira - até 999/1000,Florianópolis,Saco dos Limões,88045500,,1111609968,26/03 às 17:27,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-residencial-em-florianopolis-sc-saco-dos-limoes-1111609968,5160,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,,
APARTAMENTO - CAPOEIRAS,1088509,Apartamento padrão,91,3,1,2,0,0,Rua Prefeito Dib Cherem - até 2924/2925,Florianópolis,Capoeiras,88090000,,1057322895,26/03 às 17:27,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-capoeiras-1057322895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Casa para Venda em Palhoça, BELA VISTA -  LOTEAMENTO VALE VERDE, 3 dormitórios, 1 suíte, 2",530000,Casa em rua pública,97,3,2,2,0,0,Avenida Paulo Roberto Vidal,Palhoça,Bela Vista,88132599,,1061584833,26/03 às 17:27,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-em-palhoca-bela-vista-loteamento-vale-verde-3-dormitorios-1-suite-2-1061584833,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6498388,-48.6936875
"Casa com 4 dormitórios à venda, 300 m² por R$ 1.649.000,00 - Trindade - Florianópolis/SC",1649000,Casa em rua pública,300,4,4,4,0,3500,Rua Lídio Tibúrcio Pires,Florianópolis,Trindade,88036335,,1134745439,26/03 às 17:27,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-4-dormitorios-a-venda-300-m-por-r-1-649-000-00-trindade-florianopolis-sc-1134745439,3500,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-27.5905885,-48.5263439
SãO JOSé - Casa Padrão - Praia Comprida,1600000,Casa em rua pública,235,3,2,4,0,2250,Rua Luiz Fagundes - até 881/882,São José,Praia Comprida,88103500,,1101308158,26/03 às 17:27,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-casa-padrao-praia-comprida-1101308158,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
"Casa com 3 dormitórios à venda, 204 m² por R$ 2.100.000,00 - Lagoa da Conceição - Florianó",1750000,Casa em condominio fechado,205,3,4,2,0,120,Rua Zélia Gattai,Florianópolis,Lagoa da Conceição,88062214,,1113648115,26/03 às 17:27,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-3-dormitorios-a-venda-204-m-por-r-2-100-000-00-lagoa-da-conceicao-floriano-1113648115,120,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-27.6063012,-48.4722283
FLORIANóPOLIS - Apartamento Padrão - Ingleses,1250000,Apartamento cobertura,180,3,2,2,0,118,Rua Abel Álvares Cabral Júnior,Florianópolis,Ingleses do Rio Vermelho,88058580,,1116242849,26/03 às 17:27,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-ingleses-1116242849,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-27.4233013,-48.4059404
FLORIANóPOLIS - Casa Padrão - Campeche,978558,Casa em rua pública,165,3,3,1,0,0,Rua do Farol,Florianópolis,Campeche,88065184,,998948247,26/03 às 17:27,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-campeche-998948247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6830906,-48.5052483
FLORIANóPOLIS - Apartamento Padrão - Canasvieiras,450000,Apartamento padrão,49,2,1,1,382,111,Avenida Professor Milton Leite da Costa,Florianópolis,Canasvieiras,88054230,,1151803305,26/03 às 17:27,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-canasvieiras-1151803305,4695,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-27.4288382,-48.4604803
PALHOçA - Padrão - Praia de Fora,246900,Apartamento padrão,58,2,2,1,0,0,Rua Monte Cambirela,Palhoça,Praia de Fora,88138700,,1102797828,26/03 às 17:27,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/palhoca-padrao-praia-de-fora-1102797828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-27.7511776,-48.6289668
Apartamento - Florianópolis SC,935000,Apartamento padrão,68,2,2,2,700,1230,Rua Laurindo Januário da Silveira - de 1032/1033 ao fim,Florianópolis,Lagoa da Conceição,88062201,,993016161,26/03 às 17:28,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-florianopolis-sc-993016161,9630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Casa - Florianópolis SC,1150000,Casa em rua pública,140,3,2,1,0,0,Rua Valdemiro José Vieira,Florianópolis,Campeche,88063035,,1010695719,26/03 às 17:28,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-florianopolis-sc-1010695719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Florianópolis - Apartamento Padrão - Centro,1450000,Apartamento padrão,116,3,3,1,1007,2650,Rua Heitor Luz,Florianópolis,Centro,88015500,,987743599,26/03 às 17:28,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-centro-987743599,14734,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-27.5834334,-48.5439588
Apartamento 2 SUÍTES- 78 m² com NO ESTREITO (Canto) - Florianópolis - SC,970000,Apartamento padrão,78,2,2,2,620,900,Rua Araci Vaz Callado - até 1560/1561,Florianópolis,Canto,88070750,,1096483636,26/03 às 17:28,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-2-suites-78-m-com-no-estreito-canto-florianopolis-sc-1096483636,8340,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,,
"Linda residência localizada em região nobre, plana e muito arborizada - Bairro Santa Monic",2730000,Casa em rua pública,330,4,4,4,0,1200,Avenida Ângelo Crema,Florianópolis,Córrego Grande,88037270,,995467193,26/03 às 17:28,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/linda-residencia-localizada-em-regiao-nobre-plana-e-muito-arborizada-bairro-santa-monic-995467193,1200,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,-27.5956008,-48.5031241
"Apartamento com 2 dormitórios à venda, 71 m² por R$ 650.000,00 - Ingleses - Florianópolis/",650000,Apartamento padrão,71,2,2,1,0,0,Rua Ilha das Galés,Florianópolis,Ingleses do Rio Vermelho,88058581,,1153539486,26/03 às 17:28,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-71-m-por-r-650-000-00-ingleses-florianopolis-1153539486,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,,
"Apartamento com 3 dormitórios à venda, 97 m² por R$ 1.090.000,00 - Ingleses - Florianópoli",1090000,Apartamento padrão,97,3,2,1,390,0,Rua Abel Álvares Cabral Júnior,Florianópolis,Ingleses do Rio Vermelho,88058580,,1153539726,26/03 às 17:28,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-3-dormitorios-a-venda-97-m-por-r-1-090-000-00-ingleses-florianopoli-1153539726,4680,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,-27.4233013,-48.4059404
FLORIANóPOLIS - Apartamento Padrão - Jurerê,3500000,Apartamento padrão,181,3,1,2,1735,5100,Rodovia Tertuliano Brito Xavier - até 2421/2422,Florianópolis,Canasvieiras,88054600,,941849481,26/03 às 17:28,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-jurere-941849481,25920,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,,
"Apartamento com 2 dormitórios à venda, 85 m² por R$ 640.000,00 - Ingleses - Florianópolis/",640000,Apartamento padrão,85,2,2,1,600,1300,Rodovia Armando Calil Bulos,Florianópolis,Ingleses do Rio Vermelho,88058001,,1153541249,26/03 às 17:28,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-85-m-por-r-640-000-00-ingleses-florianopolis-1153541249,8500,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,-27.4404083,-48.4172091
Florianópolis - Casa Padrão - Centro,2250000,Casa em rua pública,343,5 ou mais,3,2,0,4282,Rua Crispim Mira,Florianópolis,Centro,88020540,,987746432,26/03 às 17:28,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-centro-987746432,4282,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.5919815,-48.543182
"Apartamento 02 dormitórios, suíte, sacada com churrasqueira, vaga de garagem coberta e hob",599756,Apartamento padrão,86,2,2,1,0,0,Avenida Lions Internacional,Florianópolis,Ingleses do Rio Vermelho,88058084,,1099274330,26/03 às 17:28,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-02-dormitorios-suite-sacada-com-churrasqueira-vaga-de-garagem-coberta-e-hob-1099274330,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,-27.4344073,-48.4069987
