NOME,VALOR[R$],TIPO,AREA[M2],QUARTOS,BANHEIROS,VAGAS GARAGEM,CONDOMINIO[R$],IPTU[R$],LOGRADOURO,MUNICIPIO,BAIRRO,CEP,IMAGENS,CODIGO,DATA_ANUNCIO,LINK,GASTOS_ANO[R$],Academia,Ar condicionado,Armários na cozinha,Armários no quarto,Churrasqueira,Condomínio fechado,Elevador,Mobiliado,Permitido animais,Piscina,Portaria,Porteiro 24h,Portão eletrônico,Quarto de serviço,Salão de festas,Segurança 24h,Varanda,Área de serviço,Área murada,LATITUDE,LONGITUDE
Casa de condomínio sobrado para venda tem 285 metros quadrados com 3 quartos,1650000,Casa em condominio fechado,285,3,4,3,0,0,Rodovia Armando Calil Bulos,Florianópolis,Ingleses do Rio Vermelho,88058971,,1164551358,27/03 às 15:37,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-de-condominio-sobrado-para-venda-tem-285-metros-quadrados-com-3-quartos-1164551358,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,-27.4404083,-48.4172091
Casa mobiliada no Pagani Porteira fechada,900000,Casa em rua pública,265,3,3,2,0,1200,Rua Tomáz Domingos da Silveira - de 2283/2284 a 2832/2833,Palhoça,Pagani,88132238,,1164549354,27/03 às 15:31,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-mobiliada-no-pagani-porteira-fechada-1164549354,1200,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,
"Casa com 300m2, terreno de esquina no Condominio Garden Ville",1999000,Casa em condominio fechado,300,3,2,2,483,650,Rua Octávio Fontana,Criciúma,São Simão,88811460,,1164549404,27/03 às 15:31,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-300m2-terreno-de-esquina-no-condominio-garden-ville-1164549404,6446,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,-28.653091,-49.3471721
Cobertura 5 quartos e 2 vagas em Florianópolis,990000,Apartamento padrão,135,5 ou mais,4,2,1873,2613,Rua Fernando Ferreira de Mello,Florianópolis,Bom Abrigo,88085260,,1152486430,27/03 às 15:32,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/cobertura-5-quartos-e-2-vagas-em-florianopolis-1152486430,25089,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6104738,-48.5966486
Apartamento para venda com 66 metros quadrados com 2 quartos em Areias - São José - SC,419000,Apartamento padrão,66,2,2,1,0,0,Rua Fagundes Varela,São José,Areias,88113800,,1148055172,27/03 às 15:32,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-com-66-metros-quadrados-com-2-quartos-em-areias-sao-jose-sc-1148055172,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,-27.555866,-48.6332459
Apartamento - Padrão - Venda - Córrego Grande - Florianópolis - SC,720000,Apartamento padrão,65,2,2,1,500,100,Rua João Pio Duarte Silva - até 1179/1180,Florianópolis,Córrego Grande,88037000,,1144254525,27/03 às 15:32,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-padrao-venda-corrego-grande-florianopolis-sc-1144254525,6100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,,
"@ Apartamentos com 2 dormitórios, sendo 1 suíte, com 2 vagas na praia dos Ingleses",379000,Apartamento padrão,65,2,2,1,0,0,Rodovia Armando Calil Bulos,Florianópolis,Ingleses do Rio Vermelho,88058971,,1164549938,27/03 às 15:33,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamentos-com-2-dormitorios-sendo-1-suite-com-2-vagas-na-praia-dos-ingleses-1164549938,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,-27.4404083,-48.4172091
(WE)Apartamento com 02 dormitórios no Bairro Capoeiras em Florianópolis/SC.,385000,Apartamento padrão,83,2,2,1,510,1500,Rua Prefeito Dib Cherem - até 2924/2925,Florianópolis,Capoeiras,88090000,,1164550010,27/03 às 15:33,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/we-apartamento-com-02-dormitorios-no-bairro-capoeiras-em-florianopolis-sc-1164550010,7620,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,,
Apartamento disponível a venda em condomínio de alto padrão completo no Córrego Grande. Sã,1081741,Apartamento padrão,96,3,3,2,1010,1859,Rua João Pio Duarte Silva - de 1181/1182 ao fim,Florianópolis,Córrego Grande,88037001,,1075000676,27/03 às 15:33,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-disponivel-a-venda-em-condominio-de-alto-padrao-completo-no-corrego-grande-sa-1075000676,13979,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,,
Apartamento 2 dormitórios na Trindade,377741,Apartamento padrão,64,2,1,1,270,493,Rua Europa,Florianópolis,Trindade,88036135,,1074999937,27/03 às 15:33,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-2-dormitorios-na-trindade-1074999937,3733,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,-27.5853801,-48.5263766
"Apartamento com 2 dormitórios à venda, 89 m² por R$ 659.000 - Campinas - São José/SC",659000,Apartamento padrão,89,2,1,1,0,0,Avenida Presidente Nereu Ramos,São José,Campinas,88101410,,1148854982,27/03 às 15:29,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-89-m-por-r-659-000-campinas-sao-jose-sc-1148854982,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,,
"Apartamento à venda, 49 m² por R$ 164.990,00 - Jardim Janaína - Biguaçu/SC",164990,Apartamento padrão,49,2,1,1,120,300,Rua Arnoldo Boll,Biguaçu,Jardim Janaína,88162228,,1149000553,27/03 às 15:29,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-49-m-por-r-164-990-00-jardim-janaina-biguacu-sc-1149000553,1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-27.5308146,-48.6489281
"Sobrado com 3 dorms suítes, jacuzzi com 5 lugares praia dos Ingleses Floripa.",530000,Casa em rua pública,123,3,4,1,0,0,Rodovia Armando Calil Bulos,Florianópolis,Ingleses do Rio Vermelho,88058971,,1164542057,27/03 às 15:17,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sobrado-com-3-dorms-suites-jacuzzi-com-5-lugares-praia-dos-ingleses-floripa-1164542057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.4404083,-48.4172091
"Casa em Condomínio para Venda em Palhoça, BELA VISTA, 3 dormitórios, 1 suíte, 2 banheiros,",235000,Casa em condominio fechado,80,3,2,2,0,0,Avenida Paulo Roberto Vidal,Palhoça,Bela Vista,88132599,,1132965058,27/03 às 15:06,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-em-condominio-para-venda-em-palhoca-bela-vista-3-dormitorios-1-suite-2-banheiros-1132965058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6498388,-48.6936875
Sobrado para venda com 130 metros quadrados com 3 quartos,720000,Casa em rua pública,130,3,3,2,0,0,Rua Fernando Bauther da Silva,Florianópolis,Ingleses do Rio Vermelho,88058408,,1097338577,27/03 às 14:46,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sobrado-para-venda-com-130-metros-quadrados-com-3-quartos-1097338577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.4579483,-48.4050253
Grande Lançamento da RDO no bairro Floresta São José!!!!,111111,Apartamento padrão,86,3,2,1,1,1,Rua Maria Filomena da Silva,São José,Nossa Senhora do Rosário,88110630,,1164528411,27/03 às 14:47,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/grande-lancamento-da-rdo-no-bairro-floresta-sao-jose-1164528411,13,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,-27.5750775,-48.6138143
"Apartamento com 2 dormitórios à venda, 112 m² - Campeche - Florianópolis/SC",3238000,Apartamento padrão,112,2,3,2,1200,2410,Rua Jerônimo Venâncio das Chagas,Florianópolis,Campeche,88063660,,1104477753,27/03 às 14:46,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-112-m-campeche-florianopolis-sc-1104477753,16810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6656046,-48.4766336
FLORIANóPOLIS - Casa Padrão - Campeche,1180000,Casa em rua pública,60,3,3,1,0,0,Avenida Campeche - até 2501/2502,Florianópolis,Campeche,88063300,,1019261710,27/03 às 14:36,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-campeche-1019261710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
"Apartamento com 3 dormitórios à venda, 96 m² por R$ 450.000,00 - Nossa Senhora do Rosário ",450000,Apartamento padrão,96,3,2,2,656,0,Rua João Nilo Morfim,São José,Nossa Senhora do Rosário,88110687,,987444807,27/03 às 14:36,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-3-dormitorios-a-venda-96-m-por-r-450-000-00-nossa-senhora-do-rosario-987444807,7872,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,
"Aluguel de Temporada e Venda!  Casa de 04 suítes, a 80m do mar.",5100000,Casa em rua pública,420,4,4,2,0,0,Rua dos Aruanãs,Florianópolis,Jurerê Internacional,88053376,,1057456982,27/03 às 14:24,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/aluguel-de-temporada-e-venda-casa-de-04-suites-a-80m-do-mar-1057456982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.438729,-48.4988834
Apartamento para venda possui 76 metros quadrados com 2 quartos em Bela Vista - São José -,370000,Apartamento padrão,76,2,2,1,300,793,Rua Itaguaçu,São José,Bela Vista,88110790,,1164518917,27/03 às 14:25,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-possui-76-metros-quadrados-com-2-quartos-em-bela-vista-sao-jose-1164518917,4393,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,-27.5749804,-48.623218
Casa para venda em Jurerê Internacional,4000000,Casa em rua pública,270,3,4,2,0,0,Avenida dos Salmões,Florianópolis,Jurerê Internacional,88053365,,998296563,27/03 às 14:25,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-em-jurere-internacional-998296563,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.4486351,-48.5027614
Apartamento para Venda Apartamento de 2 dormitórios com garagem no bairro Floresta. SÃO JO,270000,Apartamento padrão,63,2,1,1,320,0,Rua Otávio do Patrocínio Medeiros,São José,Nossa Senhora do Rosário,88110612,,1057357826,27/03 às 14:13,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-apartamento-de-2-dormitorios-com-garagem-no-bairro-floresta-sao-jo-1057357826,3840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.5780306,-48.617301
Casa para Venda em São José/SC,340000,Casa em rua pública,98,2,2,2,0,0,Rua Elvira Ruschel Fett,São José,Potecas,88119367,,1127461878,27/03 às 14:13,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-em-sao-jose-sc-1127461878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CASA À VENDA EM JURERÊ INTERNACIONAL 4 SUÍTES,4000000,Casa em rua pública,370,4,5 ou mais,2,0,3370,Rua das Tainhas,Florianópolis,Jurerê Internacional,88053450,,1005161475,27/03 às 14:02,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-venda-em-jurere-internacional-4-suites-1005161475,3370,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,-27.4429466,-48.5047908
CASA CARIANOS,1549500,Casa em rua pública,322,5 ou mais,4,5 ou mais,230,0,Avenida Deputado Diomício Freitas - até 482/483,Florianópolis,Carianos,88047400,,994397801,27/03 às 14:02,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-carianos-994397801,2760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CRICIÚMA - Casa Padrão - PINHEIRINHO,1600000,Casa em rua pública,426,3,3,2,0,0,Rua Vergínio Dorigon,Criciúma,Pinheirinho,88804675,,994540715,27/03 às 13:51,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/criciuma-casa-padrao-pinheirinho-994540715,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-28.7024071,-49.3944563
"Lindo sobrado 2quartos 1 suite, totalmente mobiliado, praia da Pinheira, Palhoça-SC",710000,Casa em rua pública,70,2,2,1,0,0,Avenida Radiante,Palhoça,Praia do Sonho,88139150,,1164502725,27/03 às 13:52,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/lindo-sobrado-2quartos-1-suite-totalmente-mobiliado-praia-da-pinheira-palhoca-sc-1164502725,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,
Casa a venda Jardim Janaína com 2 quartos 1 suíte e 2 banheiros,320000,Casa em rua pública,65,2,2,1,0,0,Rua Domingos Antônio Zimmermann,Biguaçu,Jardim Janaína,88162246,,1125191257,27/03 às 13:32,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-a-venda-jardim-janaina-com-2-quartos-1-suite-e-2-banheiros-1125191257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.5320782,-48.646554
Apartamento para venda tem 85 metros quadrados com 3 quartos em Centro - Florianópolis - S,830000,Apartamento padrão,85,3,2,1,853,2138,Rua Felipe Schmidt - de 350/351 a 979/980,Florianópolis,Centro,88010001,,1163935557,27/03 às 13:33,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-tem-85-metros-quadrados-com-3-quartos-em-centro-florianopolis-s-1163935557,12374,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,,
Sobrado a venda Rio Tavares com 9 quartos 2 suítes 5 banheiros e 3 vagas,1600000,Casa em rua pública,350,5 ou mais,5 ou mais,3,0,300,Servidão Senen Pedro Cardoso,Florianópolis,Rio Tavares,88048384,,1119425007,27/03 às 13:33,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sobrado-a-venda-rio-tavares-com-9-quartos-2-suites-5-banheiros-e-3-vagas-1119425007,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6576191,-48.4849683
FLORIANóPOLIS - Casa Padrão - Cacupé,4990000,Casa em rua pública,471,5 ou mais,5 ou mais,4,0,2796,Estrada Haroldo Soares Glavan,Florianópolis,Cacupé,88050005,,1145297669,27/03 às 13:33,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-cacupe-1145297669,2796,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-27.5356851,-48.5266881
APTO 2 QUARTOS TOTALMENTE MOBILIADO EM CAPOEIRAS - FLORIPA,375000,Apartamento padrão,54,2,1,1,0,0,Rua Biase Faraco,Florianópolis,Capoeiras,88070420,,1159902363,27/03 às 13:21,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apto-2-quartos-totalmente-mobiliado-em-capoeiras-floripa-1159902363,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,-27.5953207,-48.5847239
Apartamento 2 quartos - Praia Brava - Florianópolis - SC,799000,Apartamento padrão,65,2,1,1,1000,2500,Avenida Tom Traugott Wildi,Florianópolis,Praia Brava,88056800,,1037557929,27/03 às 13:21,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-2-quartos-praia-brava-florianopolis-sc-1037557929,14500,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,-27.397335,-48.4165776
FLORIANóPOLIS - Apartamento Padrão - Pantanal,480000,Apartamento padrão,33,1,1,1,390,100,Rua Maria Eduarda,Florianópolis,Pantanal,88040250,,1091007059,27/03 às 13:13,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-pantanal-1091007059,4780,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,-27.6077775,-48.5165868
FLORIANóPOLIS - Apartamento Padrão - Jurerê Internacional,2200000,Apartamento padrão,159,4,5 ou mais,2,1515,3777,Avenida dos Dourados,Florianópolis,Jurerê Internacional,88053410,,1153032865,27/03 às 13:13,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-jurere-internacional-1153032865,21957,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-27.4443628,-48.4981858
FLORIANóPOLIS - Apartamento Padrão - Canasvieiras,2059000,Apartamento padrão,120,4,4,2,0,0,Rodovia Tertuliano Brito Xavier - de 2423/2424 ao fim,Florianópolis,Jurerê,88054601,,1022569876,27/03 às 13:03,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-canasvieiras-1022569876,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,,
Apartamento venda 3 quartos 91 m² Pedra Branca  Palhoça SC,656927,Apartamento padrão,103,3,2,2,0,0,Rua dos Cardeais,Palhoça,Pedra Branca,88137275,,1145203229,27/03 às 13:03,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-venda-3-quartos-91-m-pedra-branca-palhoca-sc-1145203229,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,-27.624232,-48.679619
Apartamento para venda tem 126 metros quadrados com 4 quartos em João Paulo - Florianópoli,1300000,Apartamento padrão,126,4,4,2,0,0,Rodovia João Paulo - até 1499/1500,Florianópolis,João Paulo,88030300,,1126873735,27/03 às 13:03,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-tem-126-metros-quadrados-com-4-quartos-em-joao-paulo-florianopoli-1126873735,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,,
FLORIANóPOLIS - Apartamento Padrão - Canasvieiras,860000,Apartamento padrão,64,2,2,2,0,0,Rua dos Eucaliptos,Florianópolis,Canasvieiras,88054150,,1113695303,27/03 às 12:53,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-canasvieiras-1113695303,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-27.4324621,-48.4505444
FLORIANóPOLIS - Casa Padrão - Ingleses do Rio Vermelho,1650000,Casa em rua pública,254,3,1,2,800,1200,Rodovia João Gualberto Soares - até 3999/4000,Florianópolis,Ingleses do Rio Vermelho,88058300,,1110135023,27/03 às 12:53,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-ingleses-do-rio-vermelho-1110135023,10800,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,,
FLORIANóPOLIS - Apartamento Padrão - Cachoeira do Bom Jesus,3600000,Apartamento padrão,285,4,4,3,1596,5475,Avenida Luiz Boiteux Piazza - de 1300/1301 a 3539/3540,Florianópolis,Cachoeira do Bom Jesus,88056000,,1017805151,27/03 às 12:43,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-cachoeira-do-bom-jesus-1017805151,24627,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,,
"Apartamento com 2 dormitórios à venda, 70 m² por R$ 850.000,00 - Córrego Grande - Florianó",850000,Apartamento padrão,70,2,2,1,787,106,Rua Sebastião Laurentino da Silva,Florianópolis,Córrego Grande,88037400,,1133320209,27/03 às 12:32,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-70-m-por-r-850-000-00-corrego-grande-floriano-1133320209,9550,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,-27.6087544,-48.505455
Cobertura no Residencial Belvedere nos Ingleses de Frente para o mar,1952000,Apartamento cobertura,147,2,2,2,700,2000,Estrada Dom João Becker,Florianópolis,Ingleses do Rio Vermelho,88058600,,1023138100,27/03 às 12:25,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/cobertura-no-residencial-belvedere-nos-ingleses-de-frente-para-o-mar-1023138100,10400,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,-27.4415104,-48.3836852
Casa à venda no bairro Jardim Cidade de Florianópolis - São José/SC,1360000,Casa em rua pública,270,4,1,1,0,0,Rua Cândido Amaro Damásio - lado par,São José,Jardim Cidade de Florianópolis,88111110,,990572273,27/03 às 12:22,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-a-venda-no-bairro-jardim-cidade-de-florianopolis-sao-jose-sc-990572273,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Apartamento para venda tem 90 metros quadrados com 2 quartos em Ipiranga - São José - SC,399000,Apartamento padrão,90,2,2,1,557,667,Rua Otto Júlio Malina - até 1739/1740,São José,Ipiranga,88111500,,1164460523,27/03 às 12:10,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-tem-90-metros-quadrados-com-2-quartos-em-ipiranga-sao-jose-sc-1164460523,7351,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,
"Jurerê | Apartamento 2 quartos, sendo 2 suites",1450000,Apartamento padrão,79,2,2,2,0,0,Travessa Sanderson Bittencourt,Florianópolis,Jurerê,88053665,,1144330955,27/03 às 12:11,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/jurere-apartamento-2-quartos-sendo-2-suites-1144330955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.4394391,-48.4835833
SãO JOSé - Padrão - kobrasol,750000,Apartamento padrão,112,3,3,1,591,843,Rua Caetano José Ferreira,São José,Kobrasol,88102280,,1042815699,27/03 às 11:59,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-padrao-kobrasol-1042815699,7935,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,-27.5934304,-48.6153564
"Apartamento a Venda no Bairro Ipiranga, São José",560000,Apartamento padrão,140,3,1,1,10,0,Rua Antenor Valentin da Silva (Loteamento Jardim das Acácias),São José,Ipiranga,88111340,,1078179323,27/03 às 11:59,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-no-bairro-ipiranga-sao-jose-1078179323,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
Apartamento de 2 dormitórios no bairro São Luiz - Criciúma - SC,280000,Apartamento padrão,62,2,1,1,280,400,Rua Artur Bernardes,Criciúma,São Luiz,88803250,,1116115072,27/03 às 11:47,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-de-2-dormitorios-no-bairro-sao-luiz-criciuma-sc-1116115072,3760,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,-28.6922009,-49.3786066
PROX AO SHOPPING - REFORMADO - ARMÁRIOS -ENSOLARADO - VAGA LIVRE !!!,1090000,Apartamento padrão,101,3,2,1,1000,265,Avenida Mauro Ramos - até 1053 - lado ímpar,Florianópolis,Centro,88020301,,1164450263,27/03 às 11:48,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/prox-ao-shopping-reformado-armarios-ensolarado-vaga-livre-1164450263,12265,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,,
"CASA RESIDENCIAL em FLORIANÓPOLIS - SC, AGRONÔMICA",1400000,Casa em rua pública,245,4,5 ou mais,2,0,108,Rua Graciliano Ramos,Florianópolis,Agronômica,88025360,,916571579,27/03 às 11:36,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-residencial-em-florianopolis-sc-agronomica-916571579,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.5763114,-48.5388815
FLORIANóPOLIS - Apartamento Padrão - Trindade,399000,Apartamento padrão,65,2,1,1,329,470,Rua Europa,Florianópolis,Trindade,88036135,,1085263284,27/03 às 11:36,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-trindade-1085263284,4418,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-27.5853801,-48.5263766
DESOCUPADO - DEP. EMP. - 02 VAGAS INDEPENDENTES !!,1490000,Apartamento padrão,207,4,3,2,1900,310,Rua Rui Barbosa - de 401/402 ao fim,Florianópolis,Agronômica,88025301,,1164443434,27/03 às 11:36,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/desocupado-dep-emp-02-vagas-independentes-1164443434,23110,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,,
FLORIANóPOLIS - Apartamento Padrão - Ingleses do Rio Vermelho,446390,Apartamento padrão,40,1,1,1,100,100,Rua Martinho de Haro,Florianópolis,Ingleses do Rio Vermelho,88058540,,1120918477,27/03 às 11:23,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-ingleses-do-rio-vermelho-1120918477,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.4291395,-48.3994935
Apartamento à venda no bairro Ingleses do Rio Vermelho - Florianópolis/SC,838740,Apartamento padrão,90,2,2,1,350,0,Rua Recanto do Sol,Florianópolis,Ingleses do Rio Vermelho,88058577,,1157682482,27/03 às 11:23,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-no-bairro-ingleses-do-rio-vermelho-florianopolis-sc-1157682482,4200,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,-27.4248476,-48.4064567
"Studio para venda mobiliado em condomínio completo, 1 quarto pronto para morar no Novo Cam",950000,Loft/studio,45,1,1,1,650,1,Rua Nivaldo Dias,Florianópolis,Campeche,88063670,,1081116872,27/03 às 11:23,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/studio-para-venda-mobiliado-em-condominio-completo-1-quarto-pronto-para-morar-no-novo-cam-1081116872,7801,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,-27.6641741,-48.4777281
Apartamento para venda com 1 quarto - em Centro - Florianópolis - SC,550000,Apartamento padrão,44,1,1,1,802,1500,Rua Felipe Schmidt - de 981/982 ao fim,Florianópolis,Centro,88010002,,1140049488,27/03 às 11:23,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-com-1-quarto-em-centro-florianopolis-sc-1140049488,11124,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,,
"Lindo Studio em prédio novo e moderno, localizado em área nobre",485000,Loft/studio,47,1,1,1,300,0,Rua Fernando Ferreira de Mello,Florianópolis,Bom Abrigo,88085260,,1115697048,27/03 às 11:09,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/lindo-studio-em-predio-novo-e-moderno-localizado-em-area-nobre-1115697048,3600,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,-27.6104738,-48.5966486
"Apartamento com 4 dormitórios à venda, 256 m²  - Centro - Florianópolis/SC",4200000,Apartamento padrão,256,4,5 ou mais,4,0,0,Rua Padre Clemente,Florianópolis,Centro,88015350,,1137839243,27/03 às 11:09,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-4-dormitorios-a-venda-256-m--centro-florianopolis-sc-1137839243,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-27.5890727,-48.5493293
